ID=STRG.10002.3.exon3;Parent=STRG.10002.3
ID=STRG.6779.1.exon1;Parent=STRG.6779.1
ID=STRG.6779.1.exon4;Parent=STRG.6779.1
ID=STRG.6780.1.exon4;Parent=STRG.6780.1
ID=STRG.6786.1.exon3;Parent=STRG.6786.1
ID=STRG.6789.1.exon1;Parent=STRG.6789.1
ID=STRG.6789.1.exon2;Parent=STRG.6789.1
ID=STRG.6789.1.exon3;Parent=STRG.6789.1
ID=STRG.6790.1.exon8;Parent=STRG.6790.1
ID=STRG.6791.2.exon3;Parent=STRG.6791.2
ID=STRG.6798.1.exon5;Parent=STRG.6798.1
ID=STRG.6799.1.exon3;Parent=STRG.6799.1
ID=STRG.6800.2.exon5;Parent=STRG.6800.2
ID=STRG.6803.1.exon8;Parent=STRG.6803.1
ID=STRG.6805.1.exon1;Parent=STRG.6805.1
ID=STRG.6813.2.exon1;Parent=STRG.6813.2
ID=STRG.6814.1.exon28;Parent=STRG.6814.1
ID=STRG.6815.1.exon8;Parent=STRG.6815.1
ID=STRG.6816.1.exon6;Parent=STRG.6816.1
ID=STRG.6817.1.exon5;Parent=STRG.6817.1
ID=STRG.6828.1.exon6;Parent=STRG.6828.1
ID=STRG.6832.1.exon1;Parent=STRG.6832.1
ID=STRG.6832.1.exon11;Parent=STRG.6832.1
ID=STRG.6838.4.exon1;Parent=STRG.6838.4
ID=STRG.6838.4.exon4;Parent=STRG.6838.4
ID=STRG.6859.1.exon1;Parent=STRG.6859.1
ID=STRG.6871.1.exon4;Parent=STRG.6871.1
ID=STRG.6880.1.exon18;Parent=STRG.6880.1
ID=STRG.6880.1.exon22;Parent=STRG.6880.1
ID=STRG.6885.1.exon2;Parent=STRG.6885.1
ID=STRG.6886.1.exon1;Parent=STRG.6886.1
ID=STRG.6887.2.exon7;Parent=STRG.6887.2
ID=STRG.689.1.exon10;Parent=STRG.689.1
ID=STRG.6897.1.exon2;Parent=STRG.6897.1
ID=STRG.6897.1.exon6;Parent=STRG.6897.1
ID=STRG.6901.1.exon1;Parent=STRG.6901.1
ID=STRG.6911.1.exon5;Parent=STRG.6911.1
ID=STRG.6920.1.exon8;Parent=STRG.6920.1
ID=STRG.6934.2.exon9;Parent=STRG.6934.2
ID=STRG.6934.2.exon14;Parent=STRG.6934.2
ID=STRG.6935.1.exon1;Parent=STRG.6935.1
ID=STRG.6936.1.exon9;Parent=STRG.6936.1
ID=STRG.6941.1.exon4;Parent=STRG.6941.1
ID=STRG.6941.1.exon7;Parent=STRG.6941.1
ID=STRG.6945.1.exon1;Parent=STRG.6945.1
ID=STRG.6945.1.exon2;Parent=STRG.6945.1
ID=STRG.695.1.exon10;Parent=STRG.695.1
ID=STRG.6950.3.exon4;Parent=STRG.6950.3
ID=STRG.6951.2.exon7;Parent=STRG.6951.2
ID=STRG.6953.1.exon8;Parent=STRG.6953.1
ID=STRG.6955.1.exon6;Parent=STRG.6955.1
ID=STRG.6958.1.exon7;Parent=STRG.6958.1
ID=STRG.6964.2.exon6;Parent=STRG.6964.2
ID=STRG.6973.1.exon1;Parent=STRG.6973.1
ID=STRG.6985.1.exon1;Parent=STRG.6985.1
ID=STRG.70.2.exon10;Parent=STRG.70.2
ID=STRG.7025.1.exon22;Parent=STRG.7025.1
ID=STRG.7029.1.exon4;Parent=STRG.7029.1
ID=STRG.7035.3.exon3;Parent=STRG.7035.3
ID=STRG.7039.1.exon10;Parent=STRG.7039.1
ID=STRG.7055.1.exon5;Parent=STRG.7055.1
ID=STRG.7063.1.exon1;Parent=STRG.7063.1
ID=STRG.7066.2.exon1;Parent=STRG.7066.2
ID=STRG.7066.2.exon8;Parent=STRG.7066.2
ID=STRG.7067.1.exon1;Parent=STRG.7067.1
ID=STRG.7069.1.exon1;Parent=STRG.7069.1
ID=STRG.7072.1.exon1;Parent=STRG.7072.1
ID=STRG.7074.5.exon1;Parent=STRG.7074.5
ID=STRG.7078.2.exon4;Parent=STRG.7078.2
ID=STRG.7093.1.exon5;Parent=STRG.7093.1
ID=STRG.7098.1.exon4;Parent=STRG.7098.1
ID=STRG.7112.1.exon6;Parent=STRG.7112.1
ID=STRG.7114.2.exon9;Parent=STRG.7114.2
ID=STRG.7128.1.exon6;Parent=STRG.7128.1
ID=STRG.7131.1.exon6;Parent=STRG.7131.1
ID=STRG.7134.1.exon1;Parent=STRG.7134.1
ID=STRG.7134.1.exon2;Parent=STRG.7134.1
ID=STRG.7146.2.exon1;Parent=STRG.7146.2
ID=STRG.7148.1.exon1;Parent=STRG.7148.1
ID=STRG.7154.1.exon1;Parent=STRG.7154.1
ID=STRG.7167.1.exon7;Parent=STRG.7167.1
ID=STRG.7170.3.exon9;Parent=STRG.7170.3
ID=STRG.7172.1.exon1;Parent=STRG.7172.1
ID=STRG.7184.1.exon1;Parent=STRG.7184.1
ID=STRG.7190.1.exon8;Parent=STRG.7190.1
ID=STRG.7200.1.exon10;Parent=STRG.7200.1
ID=STRG.7222.1.exon12;Parent=STRG.7222.1
ID=STRG.7223.1.exon1;Parent=STRG.7223.1
ID=STRG.7243.2.exon6;Parent=STRG.7243.2
ID=STRG.7244.2.exon5;Parent=STRG.7244.2
ID=STRG.7253.3.exon5;Parent=STRG.7253.3
ID=STRG.7262.1.exon1;Parent=STRG.7262.1
ID=STRG.7270.1.exon8;Parent=STRG.7270.1
ID=STRG.7272.1.exon2;Parent=STRG.7272.1
ID=STRG.7273.1.exon4;Parent=STRG.7273.1
ID=STRG.7275.1.exon11;Parent=STRG.7275.1
ID=STRG.7277.1.exon10;Parent=STRG.7277.1
ID=STRG.7289.1.exon1;Parent=STRG.7289.1
ID=STRG.7290.1.exon13;Parent=STRG.7290.1
ID=STRG.7295.1.exon3;Parent=STRG.7295.1
ID=STRG.7299.1.exon7;Parent=STRG.7299.1
ID=STRG.7318.2.exon1;Parent=STRG.7318.2
ID=STRG.7320.1.exon5;Parent=STRG.7320.1
ID=STRG.7330.1.exon11;Parent=STRG.7330.1
ID=STRG.7341.1.exon12;Parent=STRG.7341.1
ID=STRG.7357.1.exon1;Parent=STRG.7357.1
ID=STRG.7357.1.exon2;Parent=STRG.7357.1
ID=STRG.7373.1.exon1;Parent=STRG.7373.1
ID=STRG.7373.1.exon2;Parent=STRG.7373.1
ID=STRG.7373.1.exon3;Parent=STRG.7373.1
ID=STRG.7374.4.exon1;Parent=STRG.7374.4
ID=STRG.7376.2.exon6;Parent=STRG.7376.2
ID=STRG.7377.1.exon1;Parent=STRG.7377.1
ID=STRG.7379.1.exon1;Parent=STRG.7379.1
ID=STRG.7380.4.exon1;Parent=STRG.7380.4
ID=STRG.7380.4.exon2;Parent=STRG.7380.4
ID=STRG.7380.4.exon3;Parent=STRG.7380.4
ID=STRG.7380.4.exon4;Parent=STRG.7380.4
ID=STRG.7380.4.exon5;Parent=STRG.7380.4
ID=STRG.7380.4.exon6;Parent=STRG.7380.4
ID=STRG.7380.4.exon7;Parent=STRG.7380.4
ID=STRG.7380.4.exon8;Parent=STRG.7380.4
ID=STRG.7388.1.exon21;Parent=STRG.7388.1
ID=STRG.7403.1.exon9;Parent=STRG.7403.1
ID=STRG.7428.3.exon1;Parent=STRG.7428.3
ID=STRG.7428.3.exon2;Parent=STRG.7428.3
ID=STRG.7428.3.exon3;Parent=STRG.7428.3
ID=STRG.7428.3.exon4;Parent=STRG.7428.3
ID=STRG.7428.3.exon5;Parent=STRG.7428.3
ID=STRG.7428.3.exon6;Parent=STRG.7428.3
ID=STRG.7428.3.exon7;Parent=STRG.7428.3
ID=STRG.7428.3.exon8;Parent=STRG.7428.3
ID=STRG.7428.3.exon9;Parent=STRG.7428.3
ID=STRG.744.1.exon13;Parent=STRG.744.1
ID=STRG.7445.1.exon3;Parent=STRG.7445.1
ID=STRG.7458.1.exon14;Parent=STRG.7458.1
ID=STRG.7459.1.exon1;Parent=STRG.7459.1
ID=STRG.7460.1.exon1;Parent=STRG.7460.1
ID=STRG.7461.1.exon1;Parent=STRG.7461.1
ID=STRG.7462.4.exon10;Parent=STRG.7462.4
ID=STRG.7463.1.exon9;Parent=STRG.7463.1
ID=STRG.7466.2.exon7;Parent=STRG.7466.2
ID=STRG.7467.1.exon9;Parent=STRG.7467.1
ID=STRG.7472.1.exon5;Parent=STRG.7472.1
ID=STRG.7481.1.exon6;Parent=STRG.7481.1
ID=STRG.7500.1.exon1;Parent=STRG.7500.1
ID=STRG.7517.1.exon9;Parent=STRG.7517.1
ID=STRG.7520.2.exon4;Parent=STRG.7520.2
ID=STRG.7520.2.exon9;Parent=STRG.7520.2
ID=STRG.7523.1.exon1;Parent=STRG.7523.1
ID=STRG.7526.1.exon8;Parent=STRG.7526.1
ID=STRG.7528.2.exon4;Parent=STRG.7528.2
ID=STRG.7530.1.exon4;Parent=STRG.7530.1
ID=STRG.7536.2.exon4;Parent=STRG.7536.2
ID=STRG.7552.1.exon13;Parent=STRG.7552.1
ID=STRG.7568.1.exon3;Parent=STRG.7568.1
ID=STRG.7572.2.exon3;Parent=STRG.7572.2
ID=STRG.7576.2.exon16;Parent=STRG.7576.2
ID=STRG.7586.1.exon5;Parent=STRG.7586.1
ID=STRG.7586.1.exon15;Parent=STRG.7586.1
ID=STRG.7587.2.exon1;Parent=STRG.7587.2
ID=STRG.7595.1.exon9;Parent=STRG.7595.1
ID=STRG.7596.1.exon4;Parent=STRG.7596.1
ID=STRG.7602.3.exon7;Parent=STRG.7602.3
ID=STRG.7615.2.exon6;Parent=STRG.7615.2
ID=STRG.7628.1.exon1;Parent=STRG.7628.1
ID=STRG.763.1.exon1;Parent=STRG.763.1
ID=STRG.7636.1.exon1;Parent=STRG.7636.1
ID=STRG.7647.2.exon6;Parent=STRG.7647.2
ID=STRG.7692.3.exon1;Parent=STRG.7692.3
ID=STRG.7696.2.exon6;Parent=STRG.7696.2
ID=STRG.7708.1.exon3;Parent=STRG.7708.1
ID=STRG.7716.1.exon1;Parent=STRG.7716.1
ID=STRG.7756.1.exon5;Parent=STRG.7756.1
ID=STRG.78.1.exon1;Parent=STRG.78.1
ID=STRG.7813.1.exon1;Parent=STRG.7813.1
ID=STRG.7814.1.exon1;Parent=STRG.7814.1
ID=STRG.7817.1.exon1;Parent=STRG.7817.1
ID=STRG.7841.1.exon8;Parent=STRG.7841.1
ID=STRG.7846.2.exon1;Parent=STRG.7846.2
ID=STRG.7847.1.exon3;Parent=STRG.7847.1
ID=STRG.7861.1.exon6;Parent=STRG.7861.1
ID=STRG.79.2.exon4;Parent=STRG.79.2
ID=STRG.7905.1.exon8;Parent=STRG.7905.1
ID=STRG.7921.1.exon1;Parent=STRG.7921.1
ID=STRG.7997.1.exon3;Parent=STRG.7997.1
ID=STRG.7998.1.exon1;Parent=STRG.7998.1
ID=STRG.8040.1.exon1;Parent=STRG.8040.1
ID=STRG.809.2.exon1;Parent=STRG.809.2
ID=STRG.809.2.exon2;Parent=STRG.809.2
ID=STRG.809.2.exon3;Parent=STRG.809.2
ID=STRG.809.2.exon4;Parent=STRG.809.2
ID=STRG.810.1.exon9;Parent=STRG.810.1
ID=STRG.810.1.exon10;Parent=STRG.810.1
ID=STRG.810.1.exon11;Parent=STRG.810.1
ID=STRG.810.1.exon12;Parent=STRG.810.1
ID=STRG.810.1.exon13;Parent=STRG.810.1
ID=STRG.810.1.exon14;Parent=STRG.810.1
ID=STRG.810.1.exon15;Parent=STRG.810.1
ID=STRG.810.1.exon16;Parent=STRG.810.1
ID=STRG.8102.2.exon7;Parent=STRG.8102.2
ID=STRG.8142.1.exon1;Parent=STRG.8142.1
ID=STRG.8181.1.exon1;Parent=STRG.8181.1
ID=STRG.8192.1.exon20;Parent=STRG.8192.1
ID=STRG.8193.1.exon1;Parent=STRG.8193.1
ID=STRG.8193.1.exon2;Parent=STRG.8193.1
ID=STRG.8193.1.exon3;Parent=STRG.8193.1
ID=STRG.8193.1.exon4;Parent=STRG.8193.1
ID=STRG.8193.1.exon5;Parent=STRG.8193.1
ID=STRG.8237.3.exon1;Parent=STRG.8237.3
ID=STRG.8254.1.exon1;Parent=STRG.8254.1
ID=STRG.8257.1.exon1;Parent=STRG.8257.1
ID=STRG.8306.1.exon11;Parent=STRG.8306.1
ID=STRG.8337.1.exon1;Parent=STRG.8337.1
ID=STRG.8355.1.exon1;Parent=STRG.8355.1
ID=STRG.8382.1.exon1;Parent=STRG.8382.1
ID=STRG.8422.2.exon8;Parent=STRG.8422.2
ID=STRG.8442.1.exon3;Parent=STRG.8442.1
ID=STRG.8467.1.exon4;Parent=STRG.8467.1
ID=STRG.8483.1.exon1;Parent=STRG.8483.1
ID=STRG.853.1.exon1;Parent=STRG.853.1
ID=STRG.8541.1.exon1;Parent=STRG.8541.1
ID=STRG.8556.2.exon1;Parent=STRG.8556.2
ID=STRG.857.1.exon1;Parent=STRG.857.1
ID=STRG.8580.2.exon1;Parent=STRG.8580.2
ID=STRG.86.1.exon4;Parent=STRG.86.1
ID=STRG.8609.1.exon1;Parent=STRG.8609.1
ID=STRG.8661.1.exon7;Parent=STRG.8661.1
ID=STRG.8715.1.exon1;Parent=STRG.8715.1
ID=STRG.8745.1.exon1;Parent=STRG.8745.1
ID=STRG.8777.1.exon7;Parent=STRG.8777.1
ID=STRG.8793.1.exon8;Parent=STRG.8793.1
ID=STRG.8799.1.exon2;Parent=STRG.8799.1
ID=STRG.8817.1.exon8;Parent=STRG.8817.1
ID=STRG.8863.1.exon1;Parent=STRG.8863.1
ID=STRG.8907.2.exon1;Parent=STRG.8907.2
ID=STRG.8926.1.exon10;Parent=STRG.8926.1
ID=STRG.8952.1.exon1;Parent=STRG.8952.1
ID=STRG.8957.1.exon1;Parent=STRG.8957.1
ID=STRG.8977.1.exon22;Parent=STRG.8977.1
ID=STRG.898.1.exon1;Parent=STRG.898.1
ID=STRG.8982.1.exon8;Parent=STRG.8982.1
ID=STRG.8992.1.exon7;Parent=STRG.8992.1
ID=STRG.901.1.exon1;Parent=STRG.901.1
ID=STRG.901.1.exon2;Parent=STRG.901.1
ID=STRG.9032.1.exon1;Parent=STRG.9032.1
ID=STRG.9032.1.exon7;Parent=STRG.9032.1
ID=STRG.9039.1.exon7;Parent=STRG.9039.1
ID=STRG.9064.1.exon1;Parent=STRG.9064.1
ID=STRG.9069.1.exon5;Parent=STRG.9069.1
ID=STRG.9075.2.exon5;Parent=STRG.9075.2
ID=STRG.9076.1.exon7;Parent=STRG.9076.1
ID=STRG.9086.1.exon1;Parent=STRG.9086.1
ID=STRG.9086.1.exon12;Parent=STRG.9086.1
ID=STRG.9087.1.exon1;Parent=STRG.9087.1
ID=STRG.9100.1.exon10;Parent=STRG.9100.1
ID=STRG.9104.1.exon1;Parent=STRG.9104.1
ID=STRG.9104.1.exon27;Parent=STRG.9104.1
ID=STRG.9108.1.exon2;Parent=STRG.9108.1
ID=STRG.9112.1.exon1;Parent=STRG.9112.1
ID=STRG.9166.1.exon22;Parent=STRG.9166.1
ID=STRG.9213.1.exon1;Parent=STRG.9213.1
ID=STRG.9216.3.exon4;Parent=STRG.9216.3
ID=STRG.932.1.exon9;Parent=STRG.932.1
ID=STRG.9333.1.exon5;Parent=STRG.9333.1
ID=STRG.9341.1.exon1;Parent=STRG.9341.1
ID=STRG.9358.1.exon4;Parent=STRG.9358.1
ID=STRG.9400.1.exon7;Parent=STRG.9400.1
ID=STRG.9401.1.exon8;Parent=STRG.9401.1
ID=STRG.9436.2.exon1;Parent=STRG.9436.2
ID=STRG.9475.1.exon3;Parent=STRG.9475.1
ID=STRG.9486.1.exon12;Parent=STRG.9486.1
ID=STRG.9491.1.exon5;Parent=STRG.9491.1
ID=STRG.9499.1.exon7;Parent=STRG.9499.1
ID=STRG.95.1.exon5;Parent=STRG.95.1
ID=STRG.9502.1.exon5;Parent=STRG.9502.1
ID=STRG.9503.1.exon8;Parent=STRG.9503.1
ID=STRG.9518.3.exon2;Parent=STRG.9518.3
ID=STRG.9524.1.exon11;Parent=STRG.9524.1
ID=STRG.9537.1.exon1;Parent=STRG.9537.1
ID=STRG.9537.1.exon4;Parent=STRG.9537.1
ID=STRG.9553.1.exon2;Parent=STRG.9553.1
ID=STRG.9568.1.exon2;Parent=STRG.9568.1
ID=STRG.9578.1.exon2;Parent=STRG.9578.1
ID=STRG.9609.1.exon6;Parent=STRG.9609.1
ID=STRG.9617.1.exon1;Parent=STRG.9617.1
ID=STRG.9618.1.exon4;Parent=STRG.9618.1
ID=STRG.9619.1.exon3;Parent=STRG.9619.1
ID=STRG.9619.1.exon5;Parent=STRG.9619.1
ID=STRG.9621.1.exon2;Parent=STRG.9621.1
ID=STRG.9626.2.exon1;Parent=STRG.9626.2
ID=STRG.9626.2.exon10;Parent=STRG.9626.2
ID=STRG.9626.2.exon18;Parent=STRG.9626.2
ID=STRG.9626.2.exon19;Parent=STRG.9626.2
ID=STRG.9634.1.exon9;Parent=STRG.9634.1
ID=STRG.9649.2.exon15;Parent=STRG.9649.2
ID=STRG.9650.1.exon11;Parent=STRG.9650.1
ID=STRG.9656.2.exon1;Parent=STRG.9656.2
ID=STRG.9697.1.exon1;Parent=STRG.9697.1
ID=STRG.97.1.exon1;Parent=STRG.97.1
ID=STRG.9708.2.exon11;Parent=STRG.9708.2
ID=STRG.9709.1.exon5;Parent=STRG.9709.1
ID=STRG.9714.1.exon1;Parent=STRG.9714.1
ID=STRG.9714.1.exon4;Parent=STRG.9714.1
ID=STRG.972.1.exon4;Parent=STRG.972.1
ID=STRG.9724.1.exon4;Parent=STRG.9724.1
ID=STRG.9733.1.exon4;Parent=STRG.9733.1
ID=STRG.9734.1.exon7;Parent=STRG.9734.1
ID=STRG.9739.1.exon1;Parent=STRG.9739.1
ID=STRG.9746.1.exon1;Parent=STRG.9746.1
ID=STRG.9765.1.exon5;Parent=STRG.9765.1
ID=STRG.9780.1.exon1;Parent=STRG.9780.1
ID=STRG.979.1.exon6;Parent=STRG.979.1
ID=STRG.9800.1.exon5;Parent=STRG.9800.1
ID=STRG.9802.1.exon6;Parent=STRG.9802.1
ID=STRG.9805.1.exon3;Parent=STRG.9805.1
ID=STRG.9810.1.exon1;Parent=STRG.9810.1
ID=STRG.9810.1.exon3;Parent=STRG.9810.1
ID=STRG.9810.1.exon4;Parent=STRG.9810.1
ID=STRG.9814.1.exon2;Parent=STRG.9814.1
ID=STRG.9817.2.exon1;Parent=STRG.9817.2
ID=STRG.9818.1.exon5;Parent=STRG.9818.1
ID=STRG.9819.1.exon5;Parent=STRG.9819.1
ID=STRG.9823.1.exon3;Parent=STRG.9823.1
ID=STRG.9836.1.exon10;Parent=STRG.9836.1
ID=STRG.986.1.exon1;Parent=STRG.986.1
ID=STRG.986.1.exon2;Parent=STRG.986.1
ID=STRG.9875.1.exon3;Parent=STRG.9875.1
ID=STRG.9899.1.exon16;Parent=STRG.9899.1
ID=STRG.9932.1.exon3;Parent=STRG.9932.1
ID=STRG.9950.1.exon1;Parent=STRG.9950.1
ID=STRG.9952.1.exon12;Parent=STRG.9952.1
ID=STRG.9952.1.exon14;Parent=STRG.9952.1
ID=STRG.9955.1.exon5;Parent=STRG.9955.1
ID=STRG.9957.2.exon13;Parent=STRG.9957.2
ID=STRG.9970.1.exon9;Parent=STRG.9970.1
ID=STRG.9997.1.exon3;Parent=STRG.9997.1
